count	reward_sum	squared_reward_sum	length
376	-79.4657728486451	10010.641820952125	111
377	-79.88858014438668	10010.158356082176	112
378	30.333276130458756	10041.03842704887	658
379	-61.81812792062178	10014.360478804172	204
380	-83.77724202661618	10008.08546312153	97
381	-81.40437134133909	10009.212054953417	106
382	-87.4780055954321	10006.931862102294	93
383	-86.38949870083259	10007.790076131001	96
384	-81.86430967760872	10008.797307133478	102
385	-85.32989451251308	10007.987696449853	96
386	42.036317621242716	10043.281770189875	737
387	-82.37475793698381	10008.68628410114	103
388	-66.69374059117956	10014.043465123174	184
389	-57.46373380721621	10016.159089626177	208
390	-85.44932552562236	10008.292039702455	98
391	-76.41029168437422	10011.585068485385	113
392	-82.99835010796669	10008.683892760511	105
393	-83.94919804216613	10008.084074826	99
394	-80.56173891077967	10009.624942332015	108
395	-69.82946942700465	10013.795389808718	146
396	-80.8026720562497	10009.372715922198	106
397	-45.39902872737758	10017.805975266483	289
398	-80.3334438454358	10010.381185876735	103
399	-78.48001562794533	10011.51963975204	109
400	-84.77617984683516	10007.789054295547	99
401	-79.32765836856576	10011.192250823186	108
402	-79.35136912817977	10010.281341142458	108
403	-73.4576630398924	10013.675194421188	124
404	-70.08888652114297	10014.413971848297	130
405	-76.31312978740573	10010.438133652415	122
406	-79.44488254619205	10010.38168354809	107
407	-75.65115036703996	10011.71441878376	115
408	-75.95073952820931	10011.368370486436	122
409	-72.62858238516027	10013.717876492186	128
410	-76.83874618487489	10009.691535950691	155
411	-83.03453957345855	10009.349779767019	100
412	-76.78719190548819	10010.140197637087	174
413	-80.78431439439623	10009.290230721756	110
414	-77.06837452612784	10011.237162371766	151
415	-80.68745694681526	10008.4149674266	115
416	-13.649953204298711	10038.135746762848	331
417	-60.47266886144816	10017.845765369453	198
418	-72.98290016765489	10012.066977882234	129
419	-85.21790253003324	10008.716035770009	95
420	-66.89146581390821	10014.597913218666	177
421	-78.60471134525635	10011.074564946468	109
422	-81.06567220889863	10009.721005653568	109
423	-70.78758239067427	10014.440776131743	128
424	-83.43145106595045	10008.598226904634	102
425	-82.38911462131789	10009.353748676844	103
426	-69.7627168890634	10015.636149961712	136
427	-66.87756344071772	10015.445920463602	146
428	-82.18803852388318	10009.745145436886	103
429	-73.3532592367599	10012.689283709886	170
430	-72.90489458300117	10013.17254242911	122
431	-56.846536746941176	10020.390073473503	179
432	-84.08641082332345	10009.047936572259	100
433	-61.772295307715	10019.076905829046	158
434	-86.6809811482335	10009.156919699635	97
435	-81.78477115175143	10009.396465137248	109
436	-85.92881718281365	10009.175616969987	97
437	-62.85906101376279	10017.19781651088	162
438	-85.1346358000481	10008.903934555889	94
439	-69.96572713907048	10015.473671497008	151
440	-90.1987978097472	10005.901867537106	81
441	-72.1056657019507	10015.100032314736	140
442	-87.20801197306477	10008.328928437943	99
443	-65.8837187281568	10016.066592107576	153
444	-31.275587470017527	10029.137966133032	339
445	-75.85410679499442	10012.35597459986	121
446	-72.17183185065659	10013.587822214058	137
447	-85.82853770404465	10007.341828026007	107
448	-83.5526477486201	10009.817713001352	101
449	-81.16281291008134	10010.574315404197	107
450	-43.87544976514372	10026.642582630124	207
451	-43.234595005230716	10023.959593014124	276
452	-31.23365534007074	10026.167047413779	371
453	-67.29007693754122	10016.853111254617	158
454	-67.65225410438643	10015.314787090756	157
455	-50.24213367144203	10024.22578153754	235
456	-69.11646124033578	10014.623935610596	135
457	-87.54564366829658	10007.818023366552	103
458	-81.33179267544895	10009.476022360364	113
459	-74.05485563985421	10011.984923959204	131
460	-55.031530122110574	10016.80729654465	233
461	56.22864148792405	10059.273146855765	678
462	-76.13338927458274	10011.08631010682	125
463	-39.6514397921962	10021.993884204425	313
464	-83.51371423675997	10008.586418691457	106
465	-72.55110906454284	10012.011837735912	133
466	14.711184197889722	10039.521827375933	533
467	-54.27026073858667	10021.256586121874	186
468	-71.96851848045208	10012.654197015649	132
469	-82.11045326122418	10010.22245025679	110
470	-52.45406885587701	10017.943018100535	244
471	-65.43070351685529	10015.776387896201	163
472	-60.357666289289234	10015.292520509067	243
473	-76.04902061747555	10011.32170050342	129
474	-68.35253741513947	10014.143193804419	144
475	41.341035263221926	10046.882154727426	662
476	-1.9894982420706384	10030.981440903428	513
477	26.667769245368376	10046.5464797536	583
478	-2.2916711750785197	10037.50582951351	414
479	-99.8089681568238	10000.63979238395	67
480	-58.16100356834327	10013.478074830507	222
481	-88.70163438077883	10003.221366216398	88
482	15.364423318474635	10037.104728331138	629
483	-95.98001915861249	10001.203560559366	70
484	-100.08991149651774	10000.707919359571	67
485	-99.1081537954825	10000.848573367024	70
486	102.85311527098935	10063.472240095678	1078
487	-40.42113923649342	10020.285902105928	324
488	-82.11617991694656	10007.302761949702	104
489	-90.96116920729901	10002.92021613078	78
490	123.92489545991438	10066.442431115038	1307
491	-28.448386998787242	10026.684166253583	317
492	-83.76238179654192	10007.191056558608	91
493	-84.27295428013701	10006.825062727623	88
494	-20.32972416457943	10023.960345216401	443
495	-39.16478808748403	10021.179774169284	317
496	-44.227707634346935	10019.040034979524	255
497	-59.63057768771205	10013.583475503843	215
498	100.40659053042057	10068.899317096122	982
499	7.1441114077127565	10035.964749630028	621
500	-54.97830870282851	10019.065518460226	215
501	-6.3031910206912585	10027.205572380099	591
502	-76.44526349281817	10011.065593790065	142
503	-73.33195516109359	10010.437556293471	137
504	-79.39741632479789	10007.71394344205	147
505	25.650558456350637	10037.252789827873	740
506	-35.26438951004796	10021.285446532253	346
507	-46.64720961660618	10016.91748883904	318
508	18.998051923044827	10036.565452579624	645
509	296.340982339343	87.61575151392535	1638
510	-53.188340348616826	10017.44416914347	234
511	9.974564403474517	10035.60493631394	552
512	11.563609457395984	10036.013165330838	577
513	166.77323554452323	10078.62197474139	1444
514	-14.91806265856225	10033.619881771952	349
515	-77.9609508731059	10011.008161647684	98
516	296.1947433210924	89.87876560933762	1565
517	300.18623101629095	94.12475079977973	1437
518	-80.24147017425011	10008.171668032783	109
519	299.289812285745	94.17647345273902	1490
520	-78.16951229055371	10008.927107122601	109
521	97.91184554345656	10060.828753212081	960
522	301.6272475022159	95.34087185760073	1426
523	143.6823147810814	10080.27802399492	1090
524	305.60854913084427	97.84000205964328	1384
525	303.80556226864275	96.24550486635458	1371
526	169.09127132556858	10085.993253941466	1219
527	-31.634741047003942	10022.559876171543	329
528	303.215658273765	96.16151875753778	1396
529	82.30021348622554	10062.617369613074	790
530	304.6868057657571	99.7534383241179	1373
531	9.818757781156222	10037.48834286475	492
532	306.6169451122847	101.97144829153683	1354
533	302.32548160571184	94.77336873032081	1465
534	305.7152905253807	96.86611120812063	1369
535	305.63603168464823	99.40421673416353	1366
536	28.265370514515098	10046.936799034444	530
537	306.9050042227642	101.75555811521718	1362
538	101.46263413619232	10069.319833970692	861
539	91.65751924558518	10071.824851071115	778
540	195.37085029758714	10101.738098011545	1222
541	-49.9102118963089	10019.797717092106	209
